id,i,j,mode,distance,time_a,time_b,time_c,time_d,alpha,C_consequence,e_window,l_window,capacity,unit_cost,deploy_cost,min_units,population_density,e_window_fmt,l_window_fmt
858,40,13,2,648.49,7.3,8.11,8.11,10.54,0.00136,56.39,0.0,145.5,600.0,129.02,700.0,1,2.4,Day 1 00:00,Day 7 01:30
859,14,15,2,611.92,6.88,7.65,7.65,9.94,0.0007,42.84,0.0,145.5,600.0,123.12,700.0,1,2.28,Day 1 00:00,Day 7 01:30
860,15,14,2,611.92,6.88,7.65,7.65,9.94,0.0007,42.84,0.0,145.5,600.0,123.12,700.0,1,2.28,Day 1 00:00,Day 7 01:30
861,14,16,2,455.52,5.12,5.69,5.69,7.4,0.00189,65.29,0.0,145.5,600.0,97.9,700.0,1,1.44,Day 1 00:00,Day 7 01:30
862,16,14,2,455.52,5.12,5.69,5.69,7.4,0.00189,65.29,0.0,145.5,600.0,97.9,700.0,1,1.44,Day 1 00:00,Day 7 01:30
863,14,17,2,782.05,8.8,9.78,9.78,12.71,0.00185,34.26,0.0,145.5,600.0,150.56,700.0,1,1.31,Day 1 00:00,Day 7 01:30
864,17,14,2,782.05,8.8,9.78,9.78,12.71,0.00185,34.26,0.0,145.5,600.0,150.56,700.0,1,1.31,Day 1 00:00,Day 7 01:30
865,14,18,2,858.11,9.65,10.73,10.73,13.94,0.00085,66.72,0.0,145.5,600.0,162.82,700.0,1,1.27,Day 1 00:00,Day 7 01:30
866,18,14,2,858.11,9.65,10.73,10.73,13.94,0.00085,66.72,0.0,145.5,600.0,162.82,700.0,1,1.27,Day 1 00:00,Day 7 01:30
867,14,19,2,472.15,5.31,5.9,5.9,7.67,0.00082,52.95,0.0,145.5,600.0,100.58,700.0,1,2.15,Day 1 00:00,Day 7 01:30
868,19,14,2,472.15,5.31,5.9,5.9,7.67,0.00082,52.95,0.0,145.5,600.0,100.58,700.0,1,2.15,Day 1 00:00,Day 7 01:30
869,14,20,2,1280.27,14.4,16.0,16.0,20.8,0.00172,33.27,0.0,145.5,600.0,230.89,700.0,1,2.02,Day 1 00:00,Day 7 01:30
870,20,14,2,1280.27,14.4,16.0,16.0,20.8,0.00172,33.27,0.0,145.5,600.0,230.89,700.0,1,2.02,Day 1 00:00,Day 7 01:30
871,14,21,2,1395.85,15.7,17.45,17.45,22.68,0.00063,54.34,0.0,145.5,600.0,249.53,700.0,1,0.54,Day 1 00:00,Day 7 01:30
872,21,14,2,1395.85,15.7,17.45,17.45,22.68,0.00063,54.34,0.0,145.5,600.0,249.53,700.0,1,0.54,Day 1 00:00,Day 7 01:30
873,14,22,2,1035.03,11.64,12.94,12.94,16.82,0.00076,95.87,0.0,145.5,600.0,191.35,700.0,1,1.52,Day 1 00:00,Day 7 01:30
874,22,14,2,1035.03,11.64,12.94,12.94,16.82,0.00076,95.87,0.0,145.5,600.0,191.35,700.0,1,1.52,Day 1 00:00,Day 7 01:30
875,14,23,2,1083.49,12.19,13.54,13.54,17.61,0.00132,53.51,0.0,145.5,600.0,199.16,700.0,1,0.53,Day 1 00:00,Day 7 01:30
876,23,14,2,1083.49,12.19,13.54,13.54,17.61,0.00132,53.51,0.0,145.5,600.0,199.16,700.0,1,0.53,Day 1 00:00,Day 7 01:30
877,14,24,2,1353.31,15.22,16.92,16.92,21.99,0.00117,47.39,0.0,145.5,600.0,242.67,700.0,1,1.4,Day 1 00:00,Day 7 01:30
878,24,14,2,1353.31,15.22,16.92,16.92,21.99,0.00117,47.39,0.0,145.5,600.0,242.67,700.0,1,1.4,Day 1 00:00,Day 7 01:30
879,14,25,2,602.53,6.78,7.53,7.53,9.79,0.00128,49.68,0.0,145.5,600.0,121.61,700.0,1,2.94,Day 1 00:00,Day 7 01:30
880,25,14,2,602.53,6.78,7.53,7.53,9.79,0.00128,49.68,0.0,145.5,600.0,121.61,700.0,1,2.94,Day 1 00:00,Day 7 01:30
881,14,26,2,1363.9,15.34,17.05,17.05,22.16,0.00121,88.74,0.0,145.5,600.0,244.38,700.0,1,0.6,Day 1 00:00,Day 7 01:30
882,26,14,2,1363.9,15.34,17.05,17.05,22.16,0.00121,88.74,0.0,145.5,600.0,244.38,700.0,1,0.6,Day 1 00:00,Day 7 01:30
883,14,27,2,1025.46,11.54,12.82,12.82,16.66,0.00266,45.18,0.0,145.5,600.0,189.81,700.0,1,0.9,Day 1 00:00,Day 7 01:30
884,27,14,2,1025.46,11.54,12.82,12.82,16.66,0.00266,45.18,0.0,145.5,600.0,189.81,700.0,1,0.9,Day 1 00:00,Day 7 01:30
885,14,28,2,1273.53,14.33,15.92,15.92,20.69,0.00213,98.19,0.0,145.5,600.0,229.81,700.0,1,0.9,Day 1 00:00,Day 7 01:30
886,28,14,2,1273.53,14.33,15.92,15.92,20.69,0.00213,98.19,0.0,145.5,600.0,229.81,700.0,1,0.9,Day 1 00:00,Day 7 01:30
887,14,29,2,563.28,6.34,7.04,7.04,9.15,0.00064,52.7,0.0,145.5,600.0,115.28,700.0,1,0.62,Day 1 00:00,Day 7 01:30
888,29,14,2,563.28,6.34,7.04,7.04,9.15,0.00064,52.7,0.0,145.5,600.0,115.28,700.0,1,0.62,Day 1 00:00,Day 7 01:30
889,14,30,2,1075.35,12.1,13.44,13.44,17.47,0.00071,61.8,0.0,145.5,600.0,197.85,700.0,1,1.79,Day 1 00:00,Day 7 01:30
890,30,14,2,1075.35,12.1,13.44,13.44,17.47,0.00071,61.8,0.0,145.5,600.0,197.85,700.0,1,1.79,Day 1 00:00,Day 7 01:30
891,14,31,2,494.99,5.57,6.19,6.19,8.04,0.00223,99.34,0.0,145.5,600.0,104.27,700.0,1,1.47,Day 1 00:00,Day 7 01:30
892,31,14,2,494.99,5.57,6.19,6.19,8.04,0.00223,99.34,0.0,145.5,600.0,104.27,700.0,1,1.47,Day 1 00:00,Day 7 01:30
893,14,32,2,968.49,10.9,12.11,12.11,15.74,0.00144,98.59,0.0,145.5,600.0,180.62,700.0,1,2.63,Day 1 00:00,Day 7 01:30
894,32,14,2,968.49,10.9,12.11,12.11,15.74,0.00144,98.59,0.0,145.5,600.0,180.62,700.0,1,2.63,Day 1 00:00,Day 7 01:30
895,14,33,2,1465.57,16.49,18.32,18.32,23.82,0.00147,52.14,0.0,145.5,600.0,260.77,700.0,1,0.54,Day 1 00:00,Day 7 01:30
896,33,14,2,1465.57,16.49,18.32,18.32,23.82,0.00147,52.14,0.0,145.5,600.0,260.77,700.0,1,0.54,Day 1 00:00,Day 7 01:30
897,14,34,2,484.55,5.45,6.06,6.06,7.87,0.00289,70.9,0.0,145.5,600.0,102.58,700.0,1,1.62,Day 1 00:00,Day 7 01:30
898,34,14,2,484.55,5.45,6.06,6.06,7.87,0.00289,70.9,0.0,145.5,600.0,102.58,700.0,1,1.62,Day 1 00:00,Day 7 01:30
899,14,35,2,573.62,6.45,7.17,7.17,9.32,0.00285,32.75,0.0,145.5,600.0,116.95,700.0,1,2.12,Day 1 00:00,Day 7 01:30
900,35,14,2,573.62,6.45,7.17,7.17,9.32,0.00285,32.75,0.0,145.5,600.0,116.95,700.0,1,2.12,Day 1 00:00,Day 7 01:30
901,14,36,2,1058.85,11.91,13.24,13.24,17.21,0.00233,82.06,0.0,145.5,600.0,195.19,700.0,1,2.19,Day 1 00:00,Day 7 01:30
902,36,14,2,1058.85,11.91,13.24,13.24,17.21,0.00233,82.06,0.0,145.5,600.0,195.19,700.0,1,2.19,Day 1 00:00,Day 7 01:30
903,14,37,2,1008.81,11.35,12.61,12.61,16.39,0.00158,86.13,0.0,145.5,600.0,187.12,700.0,1,0.83,Day 1 00:00,Day 7 01:30
904,37,14,2,1008.81,11.35,12.61,12.61,16.39,0.00158,86.13,0.0,145.5,600.0,187.12,700.0,1,0.83,Day 1 00:00,Day 7 01:30
905,14,38,2,710.74,8.0,8.88,8.88,11.55,0.00245,92.24,0.0,145.5,600.0,139.06,700.0,1,2.16,Day 1 00:00,Day 7 01:30
906,38,14,2,710.74,8.0,8.88,8.88,11.55,0.00245,92.24,0.0,145.5,600.0,139.06,700.0,1,2.16,Day 1 00:00,Day 7 01:30
907,14,39,2,454.85,5.12,5.69,5.69,7.39,0.00258,97.79,0.0,145.5,600.0,97.79,700.0,1,1.65,Day 1 00:00,Day 7 01:30
908,39,14,2,454.85,5.12,5.69,5.69,7.39,0.00258,97.79,0.0,145.5,600.0,97.79,700.0,1,1.65,Day 1 00:00,Day 7 01:30
909,14,40,2,829.4,9.33,10.37,10.37,13.48,0.00138,72.46,0.0,145.5,600.0,158.19,700.0,1,0.92,Day 1 00:00,Day 7 01:30
910,40,14,2,829.4,9.33,10.37,10.37,13.48,0.00138,72.46,0.0,145.5,600.0,158.19,700.0,1,0.92,Day 1 00:00,Day 7 01:30
911,15,16,2,548.08,6.17,6.85,6.85,8.91,0.00298,65.07,0.0,145.5,600.0,112.83,700.0,1,1.79,Day 1 00:00,Day 7 01:30
912,16,15,2,548.08,6.17,6.85,6.85,8.91,0.00298,65.07,0.0,145.5,600.0,112.83,700.0,1,1.79,Day 1 00:00,Day 7 01:30
913,15,17,2,731.53,8.23,9.14,9.14,11.89,0.00061,34.52,0.0,145.5,600.0,142.41,700.0,1,0.65,Day 1 00:00,Day 7 01:30
914,17,15,2,731.53,8.23,9.14,9.14,11.89,0.00061,34.52,0.0,145.5,600.0,142.41,700.0,1,0.65,Day 1 00:00,Day 7 01:30
915,15,18,2,1173.4,13.2,14.67,14.67,19.07,0.00245,96.59,0.0,145.5,600.0,213.66,700.0,1,2.95,Day 1 00:00,Day 7 01:30
916,18,15,2,1173.4,13.2,14.67,14.67,19.07,0.00245,96.59,0.0,145.5,600.0,213.66,700.0,1,2.95,Day 1 00:00,Day 7 01:30
917,15,19,2,566.31,6.37,7.08,7.08,9.2,0.00054,77.91,0.0,145.5,600.0,115.77,700.0,1,1.23,Day 1 00:00,Day 7 01:30
918,19,15,2,566.31,6.37,7.08,7.08,9.2,0.00054,77.91,0.0,145.5,600.0,115.77,700.0,1,1.23,Day 1 00:00,Day 7 01:30
919,15,20,2,1414.82,15.92,17.69,17.69,22.99,0.00172,60.68,0.0,145.5,600.0,252.59,700.0,1,1.55,Day 1 00:00,Day 7 01:30
920,20,15,2,1414.82,15.92,17.69,17.69,22.99,0.00172,60.68,0.0,145.5,600.0,252.59,700.0,1,1.55,Day 1 00:00,Day 7 01:30
921,15,21,2,737.67,8.3,9.22,9.22,11.99,0.00191,42.94,0.0,145.5,600.0,143.4,700.0,1,2.94,Day 1 00:00,Day 7 01:30
922,21,15,2,737.67,8.3,9.22,9.22,11.99,0.00191,42.94,0.0,145.5,600.0,143.4,700.0,1,2.94,Day 1 00:00,Day 7 01:30
923,15,22,2,1287.21,14.48,16.09,16.09,20.92,0.00263,96.21,0.0,145.5,600.0,232.01,700.0,1,2.21,Day 1 00:00,Day 7 01:30
924,22,15,2,1287.21,14.48,16.09,16.09,20.92,0.00263,96.21,0.0,145.5,600.0,232.01,700.0,1,2.21,Day 1 00:00,Day 7 01:30
925,15,23,2,1392.04,15.66,17.4,17.4,22.62,0.00235,63.19,0.0,145.5,600.0,248.92,700.0,1,0.55,Day 1 00:00,Day 7 01:30
926,23,15,2,1392.04,15.66,17.4,17.4,22.62,0.00235,63.19,0.0,145.5,600.0,248.92,700.0,1,0.55,Day 1 00:00,Day 7 01:30
927,15,24,2,966.86,10.88,12.09,12.09,15.71,0.00185,81.55,0.0,145.5,600.0,180.36,700.0,1,2.67,Day 1 00:00,Day 7 01:30
928,24,15,2,966.86,10.88,12.09,12.09,15.71,0.00185,81.55,0.0,145.5,600.0,180.36,700.0,1,2.67,Day 1 00:00,Day 7 01:30
929,15,25,2,1091.56,12.28,13.64,13.64,17.74,0.00072,36.41,0.0,145.5,600.0,200.46,700.0,1,2.68,Day 1 00:00,Day 7 01:30
930,25,15,2,1091.56,12.28,13.64,13.64,17.74,0.00072,36.41,0.0,145.5,600.0,200.46,700.0,1,2.68,Day 1 00:00,Day 7 01:30
931,15,26,2,1369.04,15.4,17.11,17.11,22.25,0.0015,34.78,0.0,145.5,600.0,245.21,700.0,1,0.77,Day 1 00:00,Day 7 01:30
932,26,15,2,1369.04,15.4,17.11,17.11,22.25,0.0015,34.78,0.0,145.5,600.0,245.21,700.0,1,0.77,Day 1 00:00,Day 7 01:30
933,15,27,2,525.78,5.91,6.57,6.57,8.54,0.00278,58.45,0.0,145.5,600.0,109.23,700.0,1,1.66,Day 1 00:00,Day 7 01:30
934,27,15,2,525.78,5.91,6.57,6.57,8.54,0.00278,58.45,0.0,145.5,600.0,109.23,700.0,1,1.66,Day 1 00:00,Day 7 01:30
935,15,28,2,1300.93,14.64,16.26,16.26,21.14,0.00111,67.28,0.0,145.5,600.0,234.23,700.0,1,1.95,Day 1 00:00,Day 7 01:30
936,28,15,2,1300.93,14.64,16.26,16.26,21.14,0.00111,67.28,0.0,145.5,600.0,234.23,700.0,1,1.95,Day 1 00:00,Day 7 01:30
937,15,29,2,856.57,9.64,10.71,10.71,13.92,0.0008,59.67,0.0,145.5,600.0,162.57,700.0,1,0.78,Day 1 00:00,Day 7 01:30
938,29,15,2,856.57,9.64,10.71,10.71,13.92,0.0008,59.67,0.0,145.5,600.0,162.57,700.0,1,0.78,Day 1 00:00,Day 7 01:30
939,15,30,2,749.15,8.43,9.36,9.36,12.17,0.0015,43.32,0.0,145.5,600.0,145.25,700.0,1,2.99,Day 1 00:00,Day 7 01:30
940,30,15,2,749.15,8.43,9.36,9.36,12.17,0.0015,43.32,0.0,145.5,600.0,145.25,700.0,1,2.99,Day 1 00:00,Day 7 01:30
941,15,31,2,1158.86,13.04,14.49,14.49,18.83,0.00283,95.24,0.0,145.5,600.0,211.32,700.0,1,1.22,Day 1 00:00,Day 7 01:30
942,31,15,2,1158.86,13.04,14.49,14.49,18.83,0.00283,95.24,0.0,145.5,600.0,211.32,700.0,1,1.22,Day 1 00:00,Day 7 01:30
943,15,32,2,559.5,6.29,6.99,6.99,9.09,0.00298,65.71,0.0,145.5,600.0,114.67,700.0,1,2.19,Day 1 00:00,Day 7 01:30
944,32,15,2,559.5,6.29,6.99,6.99,9.09,0.00298,65.71,0.0,145.5,600.0,114.67,700.0,1,2.19,Day 1 00:00,Day 7 01:30
945,15,33,2,1353.11,15.22,16.91,16.91,21.99,0.00135,71.46,0.0,145.5,600.0,242.64,700.0,1,1.25,Day 1 00:00,Day 7 01:30
946,33,15,2,1353.11,15.22,16.91,16.91,21.99,0.00135,71.46,0.0,145.5,600.0,242.64,700.0,1,1.25,Day 1 00:00,Day 7 01:30
947,15,34,2,636.88,7.16,7.96,7.96,10.35,0.00059,46.5,0.0,145.5,600.0,127.15,700.0,1,1.12,Day 1 00:00,Day 7 01:30
948,34,15,2,636.88,7.16,7.96,7.96,10.35,0.00059,46.5,0.0,145.5,600.0,127.15,700.0,1,1.12,Day 1 00:00,Day 7 01:30
949,15,35,2,1221.93,13.75,15.27,15.27,19.86,0.00179,84.12,0.0,145.5,600.0,221.49,700.0,1,1.22,Day 1 00:00,Day 7 01:30
950,35,15,2,1221.93,13.75,15.27,15.27,19.86,0.00179,84.12,0.0,145.5,600.0,221.49,700.0,1,1.22,Day 1 00:00,Day 7 01:30
951,15,36,2,634.24,7.14,7.93,7.93,10.31,0.00194,48.98,0.0,145.5,600.0,126.72,700.0,1,2.38,Day 1 00:00,Day 7 01:30
952,36,15,2,634.24,7.14,7.93,7.93,10.31,0.00194,48.98,0.0,145.5,600.0,126.72,700.0,1,2.38,Day 1 00:00,Day 7 01:30
953,15,37,2,820.14,9.23,10.25,10.25,13.33,0.0012,82.74,0.0,145.5,600.0,156.7,700.0,1,0.97,Day 1 00:00,Day 7 01:30
954,37,15,2,820.14,9.23,10.25,10.25,13.33,0.0012,82.74,0.0,145.5,600.0,156.7,700.0,1,0.97,Day 1 00:00,Day 7 01:30
955,15,38,2,1197.34,13.47,14.97,14.97,19.46,0.00147,35.96,0.0,145.5,600.0,217.52,700.0,1,2.07,Day 1 00:00,Day 7 01:30
956,38,15,2,1197.34,13.47,14.97,14.97,19.46,0.00147,35.96,0.0,145.5,600.0,217.52,700.0,1,2.07,Day 1 00:00,Day 7 01:30
957,15,39,2,1070.16,12.04,13.38,13.38,17.39,0.00075,62.2,0.0,145.5,600.0,197.01,700.0,1,1.66,Day 1 00:00,Day 7 01:30
958,39,15,2,1070.16,12.04,13.38,13.38,17.39,0.00075,62.2,0.0,145.5,600.0,197.01,700.0,1,1.66,Day 1 00:00,Day 7 01:30
959,15,40,2,1187.47,13.36,14.84,14.84,19.3,0.00099,69.18,0.0,145.5,600.0,215.93,700.0,1,2.98,Day 1 00:00,Day 7 01:30
960,40,15,2,1187.47,13.36,14.84,14.84,19.3,0.00099,69.18,0.0,145.5,600.0,215.93,700.0,1,2.98,Day 1 00:00,Day 7 01:30
961,16,17,2,417.25,4.69,5.22,5.22,6.78,0.00229,54.48,0.0,145.5,600.0,91.73,700.0,1,1.71,Day 1 00:00,Day 7 01:30
962,17,16,2,417.25,4.69,5.22,5.22,6.78,0.00229,54.48,0.0,145.5,600.0,91.73,700.0,1,1.71,Day 1 00:00,Day 7 01:30
963,16,18,2,710.34,7.99,8.88,8.88,11.54,0.00165,64.69,0.0,145.5,600.0,138.99,700.0,1,2.8,Day 1 00:00,Day 7 01:30
964,18,16,2,710.34,7.99,8.88,8.88,11.54,0.00165,64.69,0.0,145.5,600.0,138.99,700.0,1,2.8,Day 1 00:00,Day 7 01:30
965,16,19,2,1360.6,15.31,17.01,17.01,22.11,0.00283,97.75,0.0,145.5,600.0,243.85,700.0,1,1.49,Day 1 00:00,Day 7 01:30
966,19,16,2,1360.6,15.31,17.01,17.01,22.11,0.00283,97.75,0.0,145.5,600.0,243.85,700.0,1,1.49,Day 1 00:00,Day 7 01:30
967,16,20,2,1258.91,14.16,15.74,15.74,20.46,0.00273,38.19,0.0,145.5,600.0,227.45,700.0,1,2.32,Day 1 00:00,Day 7 01:30
968,20,16,2,1258.91,14.16,15.74,15.74,20.46,0.00273,38.19,0.0,145.5,600.0,227.45,700.0,1,2.32,Day 1 00:00,Day 7 01:30
969,16,21,2,1034.73,11.64,12.93,12.93,16.81,0.001,74.21,0.0,145.5,600.0,191.3,700.0,1,2.22,Day 1 00:00,Day 7 01:30
970,21,16,2,1034.73,11.64,12.93,12.93,16.81,0.001,74.21,0.0,145.5,600.0,191.3,700.0,1,2.22,Day 1 00:00,Day 7 01:30
971,16,22,2,1119.1,12.59,13.99,13.99,18.19,0.00052,94.74,0.0,145.5,600.0,204.9,700.0,1,1.38,Day 1 00:00,Day 7 01:30
972,22,16,2,1119.1,12.59,13.99,13.99,18.19,0.00052,94.74,0.0,145.5,600.0,204.9,700.0,1,1.38,Day 1 00:00,Day 7 01:30
973,16,23,2,1282.26,14.43,16.03,16.03,20.84,0.00089,72.15,0.0,145.5,600.0,231.21,700.0,1,0.65,Day 1 00:00,Day 7 01:30
974,23,16,2,1282.26,14.43,16.03,16.03,20.84,0.00089,72.15,0.0,145.5,600.0,231.21,700.0,1,0.65,Day 1 00:00,Day 7 01:30
975,16,24,2,1012.56,11.39,12.66,12.66,16.45,0.00212,57.12,0.0,145.5,600.0,187.73,700.0,1,2.3,Day 1 00:00,Day 7 01:30
976,24,16,2,1012.56,11.39,12.66,12.66,16.45,0.00212,57.12,0.0,145.5,600.0,187.73,700.0,1,2.3,Day 1 00:00,Day 7 01:30
977,16,25,2,921.86,10.37,11.52,11.52,14.98,0.00064,32.73,0.0,145.5,600.0,173.1,700.0,1,0.63,Day 1 00:00,Day 7 01:30
978,25,16,2,921.86,10.37,11.52,11.52,14.98,0.00064,32.73,0.0,145.5,600.0,173.1,700.0,1,0.63,Day 1 00:00,Day 7 01:30
979,16,26,2,773.39,8.7,9.67,9.67,12.57,0.00282,53.02,0.0,145.5,600.0,149.16,700.0,1,2.54,Day 1 00:00,Day 7 01:30
980,26,16,2,773.39,8.7,9.67,9.67,12.57,0.00282,53.02,0.0,145.5,600.0,149.16,700.0,1,2.54,Day 1 00:00,Day 7 01:30
981,16,27,2,1108.89,12.48,13.86,13.86,18.02,0.00226,75.91,0.0,145.5,600.0,203.26,700.0,1,1.0,Day 1 00:00,Day 7 01:30
982,27,16,2,1108.89,12.48,13.86,13.86,18.02,0.00226,75.91,0.0,145.5,600.0,203.26,700.0,1,1.0,Day 1 00:00,Day 7 01:30
983,16,28,2,1359.24,15.29,16.99,16.99,22.09,0.00155,95.44,0.0,145.5,600.0,243.63,700.0,1,0.54,Day 1 00:00,Day 7 01:30
984,28,16,2,1359.24,15.29,16.99,16.99,22.09,0.00155,95.44,0.0,145.5,600.0,243.63,700.0,1,0.54,Day 1 00:00,Day 7 01:30
985,16,29,2,526.63,5.92,6.58,6.58,8.56,0.00084,80.92,0.0,145.5,600.0,109.37,700.0,1,0.77,Day 1 00:00,Day 7 01:30
986,29,16,2,526.63,5.92,6.58,6.58,8.56,0.00084,80.92,0.0,145.5,600.0,109.37,700.0,1,0.77,Day 1 00:00,Day 7 01:30
987,16,30,2,874.79,9.84,10.93,10.93,14.22,0.00178,65.98,0.0,145.5,600.0,165.51,700.0,1,1.24,Day 1 00:00,Day 7 01:30
988,30,16,2,874.79,9.84,10.93,10.93,14.22,0.00178,65.98,0.0,145.5,600.0,165.51,700.0,1,1.24,Day 1 00:00,Day 7 01:30
989,16,31,2,1370.02,15.41,17.13,17.13,22.26,0.00163,42.28,0.0,145.5,600.0,245.37,700.0,1,1.89,Day 1 00:00,Day 7 01:30
990,31,16,2,1370.02,15.41,17.13,17.13,22.26,0.00163,42.28,0.0,145.5,600.0,245.37,700.0,1,1.89,Day 1 00:00,Day 7 01:30
991,16,32,2,523.91,5.89,6.55,6.55,8.51,0.00217,42.13,0.0,145.5,600.0,108.93,700.0,1,2.73,Day 1 00:00,Day 7 01:30
992,32,16,2,523.91,5.89,6.55,6.55,8.51,0.00217,42.13,0.0,145.5,600.0,108.93,700.0,1,2.73,Day 1 00:00,Day 7 01:30
993,16,33,2,486.25,5.47,6.08,6.08,7.9,0.00127,45.11,0.0,145.5,600.0,102.86,700.0,1,1.92,Day 1 00:00,Day 7 01:30
994,33,16,2,486.25,5.47,6.08,6.08,7.9,0.00127,45.11,0.0,145.5,600.0,102.86,700.0,1,1.92,Day 1 00:00,Day 7 01:30
995,16,34,2,845.81,9.52,10.57,10.57,13.74,0.00163,61.35,0.0,145.5,600.0,160.84,700.0,1,2.03,Day 1 00:00,Day 7 01:30
996,34,16,2,845.81,9.52,10.57,10.57,13.74,0.00163,61.35,0.0,145.5,600.0,160.84,700.0,1,2.03,Day 1 00:00,Day 7 01:30
997,16,35,2,688.17,7.74,8.6,8.6,11.18,0.0013,48.08,0.0,145.5,600.0,135.42,700.0,1,0.86,Day 1 00:00,Day 7 01:30
998,35,16,2,688.17,7.74,8.6,8.6,11.18,0.0013,48.08,0.0,145.5,600.0,135.42,700.0,1,0.86,Day 1 00:00,Day 7 01:30
999,16,36,2,1086.66,12.22,13.58,13.58,17.66,0.00284,93.59,0.0,145.5,600.0,199.67,700.0,1,2.91,Day 1 00:00,Day 7 01:30
1000,36,16,2,1086.66,12.22,13.58,13.58,17.66,0.00284,93.59,0.0,145.5,600.0,199.67,700.0,1,2.91,Day 1 00:00,Day 7 01:30
1001,16,37,2,521.09,5.86,6.51,6.51,8.47,0.00229,35.22,0.0,145.5,600.0,108.48,700.0,1,2.54,Day 1 00:00,Day 7 01:30
1002,37,16,2,521.09,5.86,6.51,6.51,8.47,0.00229,35.22,0.0,145.5,600.0,108.48,700.0,1,2.54,Day 1 00:00,Day 7 01:30
1003,16,38,2,1328.49,14.95,16.61,16.61,21.59,0.0017,99.09,0.0,145.5,600.0,238.67,700.0,1,1.66,Day 1 00:00,Day 7 01:30
1004,38,16,2,1328.49,14.95,16.61,16.61,21.59,0.0017,99.09,0.0,145.5,600.0,238.67,700.0,1,1.66,Day 1 00:00,Day 7 01:30
1005,16,39,2,995.29,11.2,12.44,12.44,16.17,0.00135,87.3,0.0,145.5,600.0,184.94,700.0,1,1.91,Day 1 00:00,Day 7 01:30
1006,39,16,2,995.29,11.2,12.44,12.44,16.17,0.00135,87.3,0.0,145.5,600.0,184.94,700.0,1,1.91,Day 1 00:00,Day 7 01:30
1007,16,40,2,950.66,10.69,11.88,11.88,15.45,0.00156,82.73,0.0,145.5,600.0,177.74,700.0,1,0.68,Day 1 00:00,Day 7 01:30
1008,40,16,2,950.66,10.69,11.88,11.88,15.45,0.00156,82.73,0.0,145.5,600.0,177.74,700.0,1,0.68,Day 1 00:00,Day 7 01:30
1009,17,18,2,1095.64,12.33,13.7,13.7,17.8,0.00068,45.2,0.0,145.5,600.0,201.12,700.0,1,0.58,Day 1 00:00,Day 7 01:30
1010,18,17,2,1095.64,12.33,13.7,13.7,17.8,0.00068,45.2,0.0,145.5,600.0,201.12,700.0,1,0.58,Day 1 00:00,Day 7 01:30
1011,17,19,2,971.43,10.93,12.14,12.14,15.79,0.00286,44.91,0.0,145.5,600.0,181.09,700.0,1,0.78,Day 1 00:00,Day 7 01:30
1012,19,17,2,971.43,10.93,12.14,12.14,15.79,0.00286,44.91,0.0,145.5,600.0,181.09,700.0,1,0.78,Day 1 00:00,Day 7 01:30
1013,17,20,2,979.21,11.02,12.24,12.24,15.91,0.00055,54.55,0.0,145.5,600.0,182.35,700.0,1,1.61,Day 1 00:00,Day 7 01:30
1014,20,17,2,979.21,11.02,12.24,12.24,15.91,0.00055,54.55,0.0,145.5,600.0,182.35,700.0,1,1.61,Day 1 00:00,Day 7 01:30
1015,17,21,2,485.28,5.46,6.07,6.07,7.89,0.00272,56.88,0.0,145.5,600.0,102.7,700.0,1,1.97,Day 1 00:00,Day 7 01:30
1016,21,17,2,485.28,5.46,6.07,6.07,7.89,0.00272,56.88,0.0,145.5,600.0,102.7,700.0,1,1.97,Day 1 00:00,Day 7 01:30
1017,17,22,2,523.88,5.89,6.55,6.55,8.51,0.00292,42.72,0.0,145.5,600.0,108.93,700.0,1,1.67,Day 1 00:00,Day 7 01:30
1018,22,17,2,523.88,5.89,6.55,6.55,8.51,0.00292,42.72,0.0,145.5,600.0,108.93,700.0,1,1.67,Day 1 00:00,Day 7 01:30
1019,17,23,2,497.09,5.59,6.21,6.21,8.08,0.00089,39.5,0.0,145.5,600.0,104.61,700.0,1,1.46,Day 1 00:00,Day 7 01:30
1020,23,17,2,497.09,5.59,6.21,6.21,8.08,0.00089,39.5,0.0,145.5,600.0,104.61,700.0,1,1.46,Day 1 00:00,Day 7 01:30
1021,17,24,2,496.61,5.59,6.21,6.21,8.07,0.00167,69.57,0.0,145.5,600.0,104.53,700.0,1,0.98,Day 1 00:00,Day 7 01:30
1022,24,17,2,496.61,5.59,6.21,6.21,8.07,0.00167,69.57,0.0,145.5,600.0,104.53,700.0,1,0.98,Day 1 00:00,Day 7 01:30
1023,17,25,2,1244.42,14.0,15.56,15.56,20.22,0.00069,70.24,0.0,145.5,600.0,225.11,700.0,1,2.53,Day 1 00:00,Day 7 01:30
1024,25,17,2,1244.42,14.0,15.56,15.56,20.22,0.00069,70.24,0.0,145.5,600.0,225.11,700.0,1,2.53,Day 1 00:00,Day 7 01:30
1025,17,26,2,1075.51,12.1,13.44,13.44,17.48,0.00051,35.25,0.0,145.5,600.0,197.88,700.0,1,0.61,Day 1 00:00,Day 7 01:30
1026,26,17,2,1075.51,12.1,13.44,13.44,17.48,0.00051,35.25,0.0,145.5,600.0,197.88,700.0,1,0.61,Day 1 00:00,Day 7 01:30
1027,17,27,2,542.04,6.1,6.78,6.78,8.81,0.00182,97.15,0.0,145.5,600.0,111.85,700.0,1,1.42,Day 1 00:00,Day 7 01:30
