train_id,origin_hub,destination_hub,departure_time,departure_time_fmt,arrival_time,arrival_time_fmt,capacity
X1443,3,8,46.5,Day 2 22:30,56.6,Day 3 08:36,600.0
X1444,8,3,46.5,Day 2 22:30,56.6,Day 3 08:36,600.0
X1445,3,9,1.5,Day 1 01:30,18.72,Day 1 18:43,600.0
X1446,9,3,1.5,Day 1 01:30,18.72,Day 1 18:43,600.0
X1447,3,9,4.5,Day 1 04:30,21.72,Day 1 21:43,600.0
X1448,9,3,4.5,Day 1 04:30,21.72,Day 1 21:43,600.0
X1449,3,9,7.5,Day 1 07:30,24.72,Day 2 00:43,600.0
X1450,9,3,7.5,Day 1 07:30,24.72,Day 2 00:43,600.0
X1451,3,9,10.5,Day 1 10:30,27.72,Day 2 03:43,600.0
X1452,9,3,10.5,Day 1 10:30,27.72,Day 2 03:43,600.0
X1453,3,9,13.5,Day 1 13:30,30.72,Day 2 06:43,600.0
X1454,9,3,13.5,Day 1 13:30,30.72,Day 2 06:43,600.0
X1455,3,9,16.5,Day 1 16:30,33.72,Day 2 09:43,600.0
X1456,9,3,16.5,Day 1 16:30,33.72,Day 2 09:43,600.0
X1457,3,9,19.5,Day 1 19:30,36.72,Day 2 12:43,600.0
X1458,9,3,19.5,Day 1 19:30,36.72,Day 2 12:43,600.0
X1459,3,9,22.5,Day 1 22:30,39.72,Day 2 15:43,600.0
X1460,9,3,22.5,Day 1 22:30,39.72,Day 2 15:43,600.0
X1461,3,9,25.5,Day 2 01:30,42.72,Day 2 18:43,600.0
X1462,9,3,25.5,Day 2 01:30,42.72,Day 2 18:43,600.0
X1463,3,9,28.5,Day 2 04:30,45.72,Day 2 21:43,600.0
X1464,9,3,28.5,Day 2 04:30,45.72,Day 2 21:43,600.0
X1465,3,9,31.5,Day 2 07:30,48.72,Day 3 00:43,600.0
X1466,9,3,31.5,Day 2 07:30,48.72,Day 3 00:43,600.0
X1467,3,9,34.5,Day 2 10:30,51.72,Day 3 03:43,600.0
X1468,9,3,34.5,Day 2 10:30,51.72,Day 3 03:43,600.0
X1469,3,9,37.5,Day 2 13:30,54.72,Day 3 06:43,600.0
X1470,9,3,37.5,Day 2 13:30,54.72,Day 3 06:43,600.0
X1471,3,9,40.5,Day 2 16:30,57.72,Day 3 09:43,600.0
X1472,9,3,40.5,Day 2 16:30,57.72,Day 3 09:43,600.0
X1473,3,9,43.5,Day 2 19:30,60.72,Day 3 12:43,600.0
X1474,9,3,43.5,Day 2 19:30,60.72,Day 3 12:43,600.0
X1475,3,9,46.5,Day 2 22:30,63.72,Day 3 15:43,600.0
X1476,9,3,46.5,Day 2 22:30,63.72,Day 3 15:43,600.0
X1477,3,10,1.5,Day 1 01:30,9.87,Day 1 09:52,600.0
X1478,10,3,1.5,Day 1 01:30,9.87,Day 1 09:52,600.0
X1479,3,10,4.5,Day 1 04:30,12.87,Day 1 12:52,600.0
X1480,10,3,4.5,Day 1 04:30,12.87,Day 1 12:52,600.0
X1481,3,10,7.5,Day 1 07:30,15.87,Day 1 15:52,600.0
X1482,10,3,7.5,Day 1 07:30,15.87,Day 1 15:52,600.0
X1483,3,10,10.5,Day 1 10:30,18.87,Day 1 18:52,600.0
X1484,10,3,10.5,Day 1 10:30,18.87,Day 1 18:52,600.0
X1485,3,10,13.5,Day 1 13:30,21.87,Day 1 21:52,600.0
X1486,10,3,13.5,Day 1 13:30,21.87,Day 1 21:52,600.0
X1487,3,10,16.5,Day 1 16:30,24.87,Day 2 00:52,600.0
X1488,10,3,16.5,Day 1 16:30,24.87,Day 2 00:52,600.0
X1489,3,10,19.5,Day 1 19:30,27.87,Day 2 03:52,600.0
X1490,10,3,19.5,Day 1 19:30,27.87,Day 2 03:52,600.0
X1491,3,10,22.5,Day 1 22:30,30.87,Day 2 06:52,600.0
X1492,10,3,22.5,Day 1 22:30,30.87,Day 2 06:52,600.0
X1493,3,10,25.5,Day 2 01:30,33.87,Day 2 09:52,600.0
X1494,10,3,25.5,Day 2 01:30,33.87,Day 2 09:52,600.0
X1495,3,10,28.5,Day 2 04:30,36.87,Day 2 12:52,600.0
X1496,10,3,28.5,Day 2 04:30,36.87,Day 2 12:52,600.0
X1497,3,10,31.5,Day 2 07:30,39.87,Day 2 15:52,600.0
X1498,10,3,31.5,Day 2 07:30,39.87,Day 2 15:52,600.0
X1499,3,10,34.5,Day 2 10:30,42.87,Day 2 18:52,600.0
X1500,10,3,34.5,Day 2 10:30,42.87,Day 2 18:52,600.0
X1501,3,10,37.5,Day 2 13:30,45.87,Day 2 21:52,600.0
X1502,10,3,37.5,Day 2 13:30,45.87,Day 2 21:52,600.0
X1503,3,10,40.5,Day 2 16:30,48.87,Day 3 00:52,600.0
X1504,10,3,40.5,Day 2 16:30,48.87,Day 3 00:52,600.0
X1505,3,10,43.5,Day 2 19:30,51.87,Day 3 03:52,600.0
X1506,10,3,43.5,Day 2 19:30,51.87,Day 3 03:52,600.0
X1507,3,10,46.5,Day 2 22:30,54.87,Day 3 06:52,600.0
X1508,10,3,46.5,Day 2 22:30,54.87,Day 3 06:52,600.0
X1509,3,11,1.5,Day 1 01:30,10.6,Day 1 10:36,600.0
X1510,11,3,1.5,Day 1 01:30,10.6,Day 1 10:36,600.0
X1511,3,11,4.5,Day 1 04:30,13.6,Day 1 13:36,600.0
X1512,11,3,4.5,Day 1 04:30,13.6,Day 1 13:36,600.0
X1513,3,11,7.5,Day 1 07:30,16.6,Day 1 16:36,600.0
X1514,11,3,7.5,Day 1 07:30,16.6,Day 1 16:36,600.0
X1515,3,11,10.5,Day 1 10:30,19.6,Day 1 19:36,600.0
X1516,11,3,10.5,Day 1 10:30,19.6,Day 1 19:36,600.0
X1517,3,11,13.5,Day 1 13:30,22.6,Day 1 22:36,600.0
X1518,11,3,13.5,Day 1 13:30,22.6,Day 1 22:36,600.0
X1519,3,11,16.5,Day 1 16:30,25.6,Day 2 01:36,600.0
X1520,11,3,16.5,Day 1 16:30,25.6,Day 2 01:36,600.0
X1521,3,11,19.5,Day 1 19:30,28.6,Day 2 04:36,600.0
X1522,11,3,19.5,Day 1 19:30,28.6,Day 2 04:36,600.0
X1523,3,11,22.5,Day 1 22:30,31.6,Day 2 07:36,600.0
X1524,11,3,22.5,Day 1 22:30,31.6,Day 2 07:36,600.0
X1525,3,11,25.5,Day 2 01:30,34.6,Day 2 10:36,600.0
X1526,11,3,25.5,Day 2 01:30,34.6,Day 2 10:36,600.0
X1527,3,11,28.5,Day 2 04:30,37.6,Day 2 13:36,600.0
X1528,11,3,28.5,Day 2 04:30,37.6,Day 2 13:36,600.0
X1529,3,11,31.5,Day 2 07:30,40.6,Day 2 16:36,600.0
X1530,11,3,31.5,Day 2 07:30,40.6,Day 2 16:36,600.0
X1531,3,11,34.5,Day 2 10:30,43.6,Day 2 19:36,600.0
X1532,11,3,34.5,Day 2 10:30,43.6,Day 2 19:36,600.0
X1533,3,11,37.5,Day 2 13:30,46.6,Day 2 22:36,600.0
X1534,11,3,37.5,Day 2 13:30,46.6,Day 2 22:36,600.0
X1535,3,11,40.5,Day 2 16:30,49.6,Day 3 01:36,600.0
X1536,11,3,40.5,Day 2 16:30,49.6,Day 3 01:36,600.0
X1537,3,11,43.5,Day 2 19:30,52.6,Day 3 04:36,600.0
X1538,11,3,43.5,Day 2 19:30,52.6,Day 3 04:36,600.0
X1539,3,11,46.5,Day 2 22:30,55.6,Day 3 07:36,600.0
X1540,11,3,46.5,Day 2 22:30,55.6,Day 3 07:36,600.0
X1541,3,12,1.5,Day 1 01:30,8.35,Day 1 08:21,600.0
X1542,12,3,1.5,Day 1 01:30,8.35,Day 1 08:21,600.0
X1543,3,12,4.5,Day 1 04:30,11.35,Day 1 11:21,600.0
X1544,12,3,4.5,Day 1 04:30,11.35,Day 1 11:21,600.0
X1545,3,12,7.5,Day 1 07:30,14.35,Day 1 14:21,600.0
X1546,12,3,7.5,Day 1 07:30,14.35,Day 1 14:21,600.0
X1547,3,12,10.5,Day 1 10:30,17.35,Day 1 17:21,600.0
X1548,12,3,10.5,Day 1 10:30,17.35,Day 1 17:21,600.0
X1549,3,12,13.5,Day 1 13:30,20.35,Day 1 20:21,600.0
X1550,12,3,13.5,Day 1 13:30,20.35,Day 1 20:21,600.0
X1551,3,12,16.5,Day 1 16:30,23.35,Day 1 23:21,600.0
X1552,12,3,16.5,Day 1 16:30,23.35,Day 1 23:21,600.0
X1553,3,12,19.5,Day 1 19:30,26.35,Day 2 02:21,600.0
X1554,12,3,19.5,Day 1 19:30,26.35,Day 2 02:21,600.0
X1555,3,12,22.5,Day 1 22:30,29.35,Day 2 05:21,600.0
X1556,12,3,22.5,Day 1 22:30,29.35,Day 2 05:21,600.0
X1557,3,12,25.5,Day 2 01:30,32.35,Day 2 08:21,600.0
X1558,12,3,25.5,Day 2 01:30,32.35,Day 2 08:21,600.0
X1559,3,12,28.5,Day 2 04:30,35.35,Day 2 11:21,600.0
X1560,12,3,28.5,Day 2 04:30,35.35,Day 2 11:21,600.0
X1561,3,12,31.5,Day 2 07:30,38.35,Day 2 14:21,600.0
X1562,12,3,31.5,Day 2 07:30,38.35,Day 2 14:21,600.0
X1563,3,12,34.5,Day 2 10:30,41.35,Day 2 17:21,600.0
X1564,12,3,34.5,Day 2 10:30,41.35,Day 2 17:21,600.0
X1565,3,12,37.5,Day 2 13:30,44.35,Day 2 20:21,600.0
X1566,12,3,37.5,Day 2 13:30,44.35,Day 2 20:21,600.0
X1567,3,12,40.5,Day 2 16:30,47.35,Day 2 23:21,600.0
X1568,12,3,40.5,Day 2 16:30,47.35,Day 2 23:21,600.0
X1569,3,12,43.5,Day 2 19:30,50.35,Day 3 02:21,600.0
X1570,12,3,43.5,Day 2 19:30,50.35,Day 3 02:21,600.0
X1571,3,12,46.5,Day 2 22:30,53.35,Day 3 05:21,600.0
X1572,12,3,46.5,Day 2 22:30,53.35,Day 3 05:21,600.0
X1573,3,13,1.5,Day 1 01:30,19.3,Day 1 19:18,600.0
X1574,13,3,1.5,Day 1 01:30,19.3,Day 1 19:18,600.0
X1575,3,13,4.5,Day 1 04:30,22.3,Day 1 22:18,600.0
X1576,13,3,4.5,Day 1 04:30,22.3,Day 1 22:18,600.0
X1577,3,13,7.5,Day 1 07:30,25.3,Day 2 01:18,600.0
X1578,13,3,7.5,Day 1 07:30,25.3,Day 2 01:18,600.0
X1579,3,13,10.5,Day 1 10:30,28.3,Day 2 04:18,600.0
X1580,13,3,10.5,Day 1 10:30,28.3,Day 2 04:18,600.0
X1581,3,13,13.5,Day 1 13:30,31.3,Day 2 07:18,600.0
X1582,13,3,13.5,Day 1 13:30,31.3,Day 2 07:18,600.0
X1583,3,13,16.5,Day 1 16:30,34.3,Day 2 10:18,600.0
X1584,13,3,16.5,Day 1 16:30,34.3,Day 2 10:18,600.0
X1585,3,13,19.5,Day 1 19:30,37.3,Day 2 13:18,600.0
X1586,13,3,19.5,Day 1 19:30,37.3,Day 2 13:18,600.0
X1587,3,13,22.5,Day 1 22:30,40.3,Day 2 16:18,600.0
X1588,13,3,22.5,Day 1 22:30,40.3,Day 2 16:18,600.0
X1589,3,13,25.5,Day 2 01:30,43.3,Day 2 19:18,600.0
X1590,13,3,25.5,Day 2 01:30,43.3,Day 2 19:18,600.0
X1591,3,13,28.5,Day 2 04:30,46.3,Day 2 22:18,600.0
X1592,13,3,28.5,Day 2 04:30,46.3,Day 2 22:18,600.0
X1593,3,13,31.5,Day 2 07:30,49.3,Day 3 01:18,600.0
X1594,13,3,31.5,Day 2 07:30,49.3,Day 3 01:18,600.0
X1595,3,13,34.5,Day 2 10:30,52.3,Day 3 04:18,600.0
X1596,13,3,34.5,Day 2 10:30,52.3,Day 3 04:18,600.0
X1597,3,13,37.5,Day 2 13:30,55.3,Day 3 07:18,600.0
X1598,13,3,37.5,Day 2 13:30,55.3,Day 3 07:18,600.0
X1599,3,13,40.5,Day 2 16:30,58.3,Day 3 10:18,600.0
X1600,13,3,40.5,Day 2 16:30,58.3,Day 3 10:18,600.0
X1601,3,13,43.5,Day 2 19:30,61.3,Day 3 13:18,600.0
X1602,13,3,43.5,Day 2 19:30,61.3,Day 3 13:18,600.0
X1603,3,13,46.5,Day 2 22:30,64.3,Day 3 16:18,600.0
X1604,13,3,46.5,Day 2 22:30,64.3,Day 3 16:18,600.0
X1605,3,14,1.5,Day 1 01:30,7.77,Day 1 07:46,600.0
X1606,14,3,1.5,Day 1 01:30,7.77,Day 1 07:46,600.0
X1607,3,14,4.5,Day 1 04:30,10.77,Day 1 10:46,600.0
X1608,14,3,4.5,Day 1 04:30,10.77,Day 1 10:46,600.0
X1609,3,14,7.5,Day 1 07:30,13.77,Day 1 13:46,600.0
X1610,14,3,7.5,Day 1 07:30,13.77,Day 1 13:46,600.0
X1611,3,14,10.5,Day 1 10:30,16.77,Day 1 16:46,600.0
X1612,14,3,10.5,Day 1 10:30,16.77,Day 1 16:46,600.0
X1613,3,14,13.5,Day 1 13:30,19.77,Day 1 19:46,600.0
X1614,14,3,13.5,Day 1 13:30,19.77,Day 1 19:46,600.0
X1615,3,14,16.5,Day 1 16:30,22.77,Day 1 22:46,600.0
X1616,14,3,16.5,Day 1 16:30,22.77,Day 1 22:46,600.0
X1617,3,14,19.5,Day 1 19:30,25.77,Day 2 01:46,600.0
X1618,14,3,19.5,Day 1 19:30,25.77,Day 2 01:46,600.0
X1619,3,14,22.5,Day 1 22:30,28.77,Day 2 04:46,600.0
X1620,14,3,22.5,Day 1 22:30,28.77,Day 2 04:46,600.0
X1621,3,14,25.5,Day 2 01:30,31.77,Day 2 07:46,600.0
X1622,14,3,25.5,Day 2 01:30,31.77,Day 2 07:46,600.0
X1623,3,14,28.5,Day 2 04:30,34.77,Day 2 10:46,600.0
X1624,14,3,28.5,Day 2 04:30,34.77,Day 2 10:46,600.0
X1625,3,14,31.5,Day 2 07:30,37.77,Day 2 13:46,600.0
X1626,14,3,31.5,Day 2 07:30,37.77,Day 2 13:46,600.0
X1627,3,14,34.5,Day 2 10:30,40.77,Day 2 16:46,600.0
X1628,14,3,34.5,Day 2 10:30,40.77,Day 2 16:46,600.0
X1629,3,14,37.5,Day 2 13:30,43.77,Day 2 19:46,600.0
X1630,14,3,37.5,Day 2 13:30,43.77,Day 2 19:46,600.0
X1631,3,14,40.5,Day 2 16:30,46.77,Day 2 22:46,600.0
X1632,14,3,40.5,Day 2 16:30,46.77,Day 2 22:46,600.0
X1633,3,14,43.5,Day 2 19:30,49.77,Day 3 01:46,600.0
X1634,14,3,43.5,Day 2 19:30,49.77,Day 3 01:46,600.0
X1635,3,14,46.5,Day 2 22:30,52.77,Day 3 04:46,600.0
X1636,14,3,46.5,Day 2 22:30,52.77,Day 3 04:46,600.0
X1637,3,15,1.5,Day 1 01:30,7.23,Day 1 07:14,600.0
X1638,15,3,1.5,Day 1 01:30,7.23,Day 1 07:14,600.0
X1639,3,15,4.5,Day 1 04:30,10.23,Day 1 10:14,600.0
X1640,15,3,4.5,Day 1 04:30,10.23,Day 1 10:14,600.0
X1641,3,15,7.5,Day 1 07:30,13.23,Day 1 13:14,600.0
X1642,15,3,7.5,Day 1 07:30,13.23,Day 1 13:14,600.0
X1643,3,15,10.5,Day 1 10:30,16.23,Day 1 16:14,600.0
X1644,15,3,10.5,Day 1 10:30,16.23,Day 1 16:14,600.0
X1645,3,15,13.5,Day 1 13:30,19.23,Day 1 19:14,600.0
X1646,15,3,13.5,Day 1 13:30,19.23,Day 1 19:14,600.0
X1647,3,15,16.5,Day 1 16:30,22.23,Day 1 22:14,600.0
X1648,15,3,16.5,Day 1 16:30,22.23,Day 1 22:14,600.0
X1649,3,15,19.5,Day 1 19:30,25.23,Day 2 01:14,600.0
X1650,15,3,19.5,Day 1 19:30,25.23,Day 2 01:14,600.0
X1651,3,15,22.5,Day 1 22:30,28.23,Day 2 04:14,600.0
X1652,15,3,22.5,Day 1 22:30,28.23,Day 2 04:14,600.0
X1653,3,15,25.5,Day 2 01:30,31.23,Day 2 07:14,600.0
X1654,15,3,25.5,Day 2 01:30,31.23,Day 2 07:14,600.0
X1655,3,15,28.5,Day 2 04:30,34.23,Day 2 10:14,600.0
X1656,15,3,28.5,Day 2 04:30,34.23,Day 2 10:14,600.0
X1657,3,15,31.5,Day 2 07:30,37.23,Day 2 13:14,600.0
X1658,15,3,31.5,Day 2 07:30,37.23,Day 2 13:14,600.0
X1659,3,15,34.5,Day 2 10:30,40.23,Day 2 16:14,600.0
X1660,15,3,34.5,Day 2 10:30,40.23,Day 2 16:14,600.0
X1661,3,15,37.5,Day 2 13:30,43.23,Day 2 19:14,600.0
X1662,15,3,37.5,Day 2 13:30,43.23,Day 2 19:14,600.0
X1663,3,15,40.5,Day 2 16:30,46.23,Day 2 22:14,600.0
X1664,15,3,40.5,Day 2 16:30,46.23,Day 2 22:14,600.0
X1665,3,15,43.5,Day 2 19:30,49.23,Day 3 01:14,600.0
X1666,15,3,43.5,Day 2 19:30,49.23,Day 3 01:14,600.0
X1667,3,15,46.5,Day 2 22:30,52.23,Day 3 04:14,600.0
X1668,15,3,46.5,Day 2 22:30,52.23,Day 3 04:14,600.0
X1669,3,16,1.5,Day 1 01:30,13.49,Day 1 13:29,600.0
X1670,16,3,1.5,Day 1 01:30,13.49,Day 1 13:29,600.0
X1671,3,16,4.5,Day 1 04:30,16.49,Day 1 16:29,600.0
X1672,16,3,4.5,Day 1 04:30,16.49,Day 1 16:29,600.0
X1673,3,16,7.5,Day 1 07:30,19.49,Day 1 19:29,600.0
X1674,16,3,7.5,Day 1 07:30,19.49,Day 1 19:29,600.0
X1675,3,16,10.5,Day 1 10:30,22.49,Day 1 22:29,600.0
X1676,16,3,10.5,Day 1 10:30,22.49,Day 1 22:29,600.0
X1677,3,16,13.5,Day 1 13:30,25.49,Day 2 01:29,600.0
X1678,16,3,13.5,Day 1 13:30,25.49,Day 2 01:29,600.0
X1679,3,16,16.5,Day 1 16:30,28.49,Day 2 04:29,600.0
X1680,16,3,16.5,Day 1 16:30,28.49,Day 2 04:29,600.0
X1681,3,16,19.5,Day 1 19:30,31.49,Day 2 07:29,600.0
X1682,16,3,19.5,Day 1 19:30,31.49,Day 2 07:29,600.0
X1683,3,16,22.5,Day 1 22:30,34.49,Day 2 10:29,600.0
X1684,16,3,22.5,Day 1 22:30,34.49,Day 2 10:29,600.0
X1685,3,16,25.5,Day 2 01:30,37.49,Day 2 13:29,600.0
X1686,16,3,25.5,Day 2 01:30,37.49,Day 2 13:29,600.0
X1687,3,16,28.5,Day 2 04:30,40.49,Day 2 16:29,600.0
X1688,16,3,28.5,Day 2 04:30,40.49,Day 2 16:29,600.0
X1689,3,16,31.5,Day 2 07:30,43.49,Day 2 19:29,600.0
X1690,16,3,31.5,Day 2 07:30,43.49,Day 2 19:29,600.0
X1691,3,16,34.5,Day 2 10:30,46.49,Day 2 22:29,600.0
X1692,16,3,34.5,Day 2 10:30,46.49,Day 2 22:29,600.0
X1693,3,16,37.5,Day 2 13:30,49.49,Day 3 01:29,600.0
X1694,16,3,37.5,Day 2 13:30,49.49,Day 3 01:29,600.0
X1695,3,16,40.5,Day 2 16:30,52.49,Day 3 04:29,600.0
X1696,16,3,40.5,Day 2 16:30,52.49,Day 3 04:29,600.0
X1697,3,16,43.5,Day 2 19:30,55.49,Day 3 07:29,600.0
X1698,16,3,43.5,Day 2 19:30,55.49,Day 3 07:29,600.0
X1699,3,16,46.5,Day 2 22:30,58.49,Day 3 10:29,600.0
X1700,16,3,46.5,Day 2 22:30,58.49,Day 3 10:29,600.0
X1701,3,17,1.5,Day 1 01:30,19.4,Day 1 19:24,600.0
X1702,17,3,1.5,Day 1 01:30,19.4,Day 1 19:24,600.0
X1703,3,17,4.5,Day 1 04:30,22.4,Day 1 22:24,600.0
X1704,17,3,4.5,Day 1 04:30,22.4,Day 1 22:24,600.0
X1705,3,17,7.5,Day 1 07:30,25.4,Day 2 01:24,600.0
X1706,17,3,7.5,Day 1 07:30,25.4,Day 2 01:24,600.0
X1707,3,17,10.5,Day 1 10:30,28.4,Day 2 04:24,600.0
X1708,17,3,10.5,Day 1 10:30,28.4,Day 2 04:24,600.0
X1709,3,17,13.5,Day 1 13:30,31.4,Day 2 07:24,600.0
X1710,17,3,13.5,Day 1 13:30,31.4,Day 2 07:24,600.0
X1711,3,17,16.5,Day 1 16:30,34.4,Day 2 10:24,600.0
X1712,17,3,16.5,Day 1 16:30,34.4,Day 2 10:24,600.0
X1713,3,17,19.5,Day 1 19:30,37.4,Day 2 13:24,600.0
X1714,17,3,19.5,Day 1 19:30,37.4,Day 2 13:24,600.0
X1715,3,17,22.5,Day 1 22:30,40.4,Day 2 16:24,600.0
X1716,17,3,22.5,Day 1 22:30,40.4,Day 2 16:24,600.0
X1717,3,17,25.5,Day 2 01:30,43.4,Day 2 19:24,600.0
X1718,17,3,25.5,Day 2 01:30,43.4,Day 2 19:24,600.0
X1719,3,17,28.5,Day 2 04:30,46.4,Day 2 22:24,600.0
X1720,17,3,28.5,Day 2 04:30,46.4,Day 2 22:24,600.0
X1721,3,17,31.5,Day 2 07:30,49.4,Day 3 01:24,600.0
X1722,17,3,31.5,Day 2 07:30,49.4,Day 3 01:24,600.0
X1723,3,17,34.5,Day 2 10:30,52.4,Day 3 04:24,600.0
X1724,17,3,34.5,Day 2 10:30,52.4,Day 3 04:24,600.0
X1725,3,17,37.5,Day 2 13:30,55.4,Day 3 07:24,600.0
X1726,17,3,37.5,Day 2 13:30,55.4,Day 3 07:24,600.0
X1727,3,17,40.5,Day 2 16:30,58.4,Day 3 10:24,600.0
X1728,17,3,40.5,Day 2 16:30,58.4,Day 3 10:24,600.0
X1729,3,17,43.5,Day 2 19:30,61.4,Day 3 13:24,600.0
X1730,17,3,43.5,Day 2 19:30,61.4,Day 3 13:24,600.0
X1731,3,17,46.5,Day 2 22:30,64.4,Day 3 16:24,600.0
X1732,17,3,46.5,Day 2 22:30,64.4,Day 3 16:24,600.0
X1733,3,18,1.5,Day 1 01:30,7.16,Day 1 07:10,600.0
X1734,18,3,1.5,Day 1 01:30,7.16,Day 1 07:10,600.0
X1735,3,18,4.5,Day 1 04:30,10.16,Day 1 10:10,600.0
X1736,18,3,4.5,Day 1 04:30,10.16,Day 1 10:10,600.0
X1737,3,18,7.5,Day 1 07:30,13.16,Day 1 13:10,600.0
X1738,18,3,7.5,Day 1 07:30,13.16,Day 1 13:10,600.0
X1739,3,18,10.5,Day 1 10:30,16.16,Day 1 16:10,600.0
X1740,18,3,10.5,Day 1 10:30,16.16,Day 1 16:10,600.0
X1741,3,18,13.5,Day 1 13:30,19.16,Day 1 19:10,600.0
X1742,18,3,13.5,Day 1 13:30,19.16,Day 1 19:10,600.0
X1743,3,18,16.5,Day 1 16:30,22.16,Day 1 22:10,600.0
X1744,18,3,16.5,Day 1 16:30,22.16,Day 1 22:10,600.0
X1745,3,18,19.5,Day 1 19:30,25.16,Day 2 01:10,600.0
X1746,18,3,19.5,Day 1 19:30,25.16,Day 2 01:10,600.0
X1747,3,18,22.5,Day 1 22:30,28.16,Day 2 04:10,600.0
X1748,18,3,22.5,Day 1 22:30,28.16,Day 2 04:10,600.0
X1749,3,18,25.5,Day 2 01:30,31.16,Day 2 07:10,600.0
X1750,18,3,25.5,Day 2 01:30,31.16,Day 2 07:10,600.0
X1751,3,18,28.5,Day 2 04:30,34.16,Day 2 10:10,600.0
X1752,18,3,28.5,Day 2 04:30,34.16,Day 2 10:10,600.0
X1753,3,18,31.5,Day 2 07:30,37.16,Day 2 13:10,600.0
X1754,18,3,31.5,Day 2 07:30,37.16,Day 2 13:10,600.0
X1755,3,18,34.5,Day 2 10:30,40.16,Day 2 16:10,600.0
X1756,18,3,34.5,Day 2 10:30,40.16,Day 2 16:10,600.0
X1757,3,18,37.5,Day 2 13:30,43.16,Day 2 19:10,600.0
X1758,18,3,37.5,Day 2 13:30,43.16,Day 2 19:10,600.0
X1759,3,18,40.5,Day 2 16:30,46.16,Day 2 22:10,600.0
X1760,18,3,40.5,Day 2 16:30,46.16,Day 2 22:10,600.0
X1761,3,18,43.5,Day 2 19:30,49.16,Day 3 01:10,600.0
X1762,18,3,43.5,Day 2 19:30,49.16,Day 3 01:10,600.0
X1763,3,18,46.5,Day 2 22:30,52.16,Day 3 04:10,600.0
X1764,18,3,46.5,Day 2 22:30,52.16,Day 3 04:10,600.0
X1765,3,19,1.5,Day 1 01:30,17.82,Day 1 17:49,600.0
X1766,19,3,1.5,Day 1 01:30,17.82,Day 1 17:49,600.0
X1767,3,19,4.5,Day 1 04:30,20.82,Day 1 20:49,600.0
X1768,19,3,4.5,Day 1 04:30,20.82,Day 1 20:49,600.0
X1769,3,19,7.5,Day 1 07:30,23.82,Day 1 23:49,600.0
X1770,19,3,7.5,Day 1 07:30,23.82,Day 1 23:49,600.0
X1771,3,19,10.5,Day 1 10:30,26.82,Day 2 02:49,600.0
X1772,19,3,10.5,Day 1 10:30,26.82,Day 2 02:49,600.0
X1773,3,19,13.5,Day 1 13:30,29.82,Day 2 05:49,600.0
X1774,19,3,13.5,Day 1 13:30,29.82,Day 2 05:49,600.0
X1775,3,19,16.5,Day 1 16:30,32.82,Day 2 08:49,600.0
X1776,19,3,16.5,Day 1 16:30,32.82,Day 2 08:49,600.0
X1777,3,19,19.5,Day 1 19:30,35.82,Day 2 11:49,600.0
X1778,19,3,19.5,Day 1 19:30,35.82,Day 2 11:49,600.0
X1779,3,19,22.5,Day 1 22:30,38.82,Day 2 14:49,600.0
X1780,19,3,22.5,Day 1 22:30,38.82,Day 2 14:49,600.0
X1781,3,19,25.5,Day 2 01:30,41.82,Day 2 17:49,600.0
X1782,19,3,25.5,Day 2 01:30,41.82,Day 2 17:49,600.0
X1783,3,19,28.5,Day 2 04:30,44.82,Day 2 20:49,600.0
X1784,19,3,28.5,Day 2 04:30,44.82,Day 2 20:49,600.0
X1785,3,19,31.5,Day 2 07:30,47.82,Day 2 23:49,600.0
X1786,19,3,31.5,Day 2 07:30,47.82,Day 2 23:49,600.0
X1787,3,19,34.5,Day 2 10:30,50.82,Day 3 02:49,600.0
X1788,19,3,34.5,Day 2 10:30,50.82,Day 3 02:49,600.0
X1789,3,19,37.5,Day 2 13:30,53.82,Day 3 05:49,600.0
X1790,19,3,37.5,Day 2 13:30,53.82,Day 3 05:49,600.0
X1791,3,19,40.5,Day 2 16:30,56.82,Day 3 08:49,600.0
X1792,19,3,40.5,Day 2 16:30,56.82,Day 3 08:49,600.0
X1793,3,19,43.5,Day 2 19:30,59.82,Day 3 11:49,600.0
X1794,19,3,43.5,Day 2 19:30,59.82,Day 3 11:49,600.0
X1795,3,19,46.5,Day 2 22:30,62.82,Day 3 14:49,600.0
X1796,19,3,46.5,Day 2 22:30,62.82,Day 3 14:49,600.0
X1797,3,20,1.5,Day 1 01:30,18.45,Day 1 18:27,600.0
X1798,20,3,1.5,Day 1 01:30,18.45,Day 1 18:27,600.0
X1799,3,20,4.5,Day 1 04:30,21.45,Day 1 21:27,600.0
X1800,20,3,4.5,Day 1 04:30,21.45,Day 1 21:27,600.0
X1801,3,20,7.5,Day 1 07:30,24.45,Day 2 00:27,600.0
X1802,20,3,7.5,Day 1 07:30,24.45,Day 2 00:27,600.0
X1803,3,20,10.5,Day 1 10:30,27.45,Day 2 03:27,600.0
X1804,20,3,10.5,Day 1 10:30,27.45,Day 2 03:27,600.0
X1805,3,20,13.5,Day 1 13:30,30.45,Day 2 06:27,600.0
X1806,20,3,13.5,Day 1 13:30,30.45,Day 2 06:27,600.0
X1807,3,20,16.5,Day 1 16:30,33.45,Day 2 09:27,600.0
X1808,20,3,16.5,Day 1 16:30,33.45,Day 2 09:27,600.0
X1809,3,20,19.5,Day 1 19:30,36.45,Day 2 12:27,600.0
