id,i,j,mode,distance,time_a,time_b,time_c,time_d,alpha,C_consequence,e_window,l_window,capacity,unit_cost,deploy_cost,min_units,population_density,e_window_fmt,l_window_fmt
170,20,5,2,1304.58,14.68,16.31,16.31,21.2,0.00084,47.41,0.0,128.2,600.0,234.81,700.0,1,1.43,Day 1 00:00,Day 6 08:12
171,6,7,2,638.42,7.18,7.98,7.98,10.37,0.00191,45.65,0.0,128.2,600.0,127.39,700.0,1,1.94,Day 1 00:00,Day 6 08:12
172,7,6,2,638.42,7.18,7.98,7.98,10.37,0.00191,45.65,0.0,128.2,600.0,127.39,700.0,1,1.94,Day 1 00:00,Day 6 08:12
173,6,8,2,1429.63,16.08,17.87,17.87,23.23,0.00262,36.95,0.0,128.2,600.0,254.98,700.0,1,1.02,Day 1 00:00,Day 6 08:12
174,8,6,2,1429.63,16.08,17.87,17.87,23.23,0.00262,36.95,0.0,128.2,600.0,254.98,700.0,1,1.02,Day 1 00:00,Day 6 08:12
175,6,9,2,854.02,9.61,10.68,10.68,13.88,0.00212,57.06,0.0,128.2,600.0,162.16,700.0,1,1.13,Day 1 00:00,Day 6 08:12
176,9,6,2,854.02,9.61,10.68,10.68,13.88,0.00212,57.06,0.0,128.2,600.0,162.16,700.0,1,1.13,Day 1 00:00,Day 6 08:12
177,6,10,2,779.12,8.77,9.74,9.74,12.66,0.00101,90.33,0.0,128.2,600.0,150.08,700.0,1,2.24,Day 1 00:00,Day 6 08:12
178,10,6,2,779.12,8.77,9.74,9.74,12.66,0.00101,90.33,0.0,128.2,600.0,150.08,700.0,1,2.24,Day 1 00:00,Day 6 08:12
179,6,11,2,852.13,9.59,10.65,10.65,13.85,0.00225,66.38,0.0,128.2,600.0,161.86,700.0,1,1.82,Day 1 00:00,Day 6 08:12
180,11,6,2,852.13,9.59,10.65,10.65,13.85,0.00225,66.38,0.0,128.2,600.0,161.86,700.0,1,1.82,Day 1 00:00,Day 6 08:12
181,6,12,2,804.09,9.05,10.05,10.05,13.07,0.00172,98.99,0.0,128.2,600.0,154.11,700.0,1,2.46,Day 1 00:00,Day 6 08:12
182,12,6,2,804.09,9.05,10.05,10.05,13.07,0.00172,98.99,0.0,128.2,600.0,154.11,700.0,1,2.46,Day 1 00:00,Day 6 08:12
183,6,13,2,1310.47,14.74,16.38,16.38,21.3,0.00081,65.3,0.0,128.2,600.0,235.76,700.0,1,1.42,Day 1 00:00,Day 6 08:12
184,13,6,2,1310.47,14.74,16.38,16.38,21.3,0.00081,65.3,0.0,128.2,600.0,235.76,700.0,1,1.42,Day 1 00:00,Day 6 08:12
185,6,14,2,497.8,5.6,6.22,6.22,8.09,0.00149,35.19,0.0,128.2,600.0,104.72,700.0,1,1.09,Day 1 00:00,Day 6 08:12
186,14,6,2,497.8,5.6,6.22,6.22,8.09,0.00149,35.19,0.0,128.2,600.0,104.72,700.0,1,1.09,Day 1 00:00,Day 6 08:12
187,6,15,2,1278.64,14.38,15.98,15.98,20.78,0.00222,78.9,0.0,128.2,600.0,230.63,700.0,1,0.7,Day 1 00:00,Day 6 08:12
188,15,6,2,1278.64,14.38,15.98,15.98,20.78,0.00222,78.9,0.0,128.2,600.0,230.63,700.0,1,0.7,Day 1 00:00,Day 6 08:12
189,6,16,2,580.38,6.53,7.25,7.25,9.43,0.00055,36.83,0.0,128.2,600.0,118.04,700.0,1,0.75,Day 1 00:00,Day 6 08:12
190,16,6,2,580.38,6.53,7.25,7.25,9.43,0.00055,36.83,0.0,128.2,600.0,118.04,700.0,1,0.75,Day 1 00:00,Day 6 08:12
191,6,17,2,1456.16,16.38,18.2,18.2,23.66,0.00273,44.3,0.0,128.2,600.0,259.26,700.0,1,1.13,Day 1 00:00,Day 6 08:12
192,17,6,2,1456.16,16.38,18.2,18.2,23.66,0.00273,44.3,0.0,128.2,600.0,259.26,700.0,1,1.13,Day 1 00:00,Day 6 08:12
193,6,18,2,1456.97,16.39,18.21,18.21,23.68,0.00192,55.8,0.0,128.2,600.0,259.39,700.0,1,1.67,Day 1 00:00,Day 6 08:12
194,18,6,2,1456.97,16.39,18.21,18.21,23.68,0.00192,55.8,0.0,128.2,600.0,259.39,700.0,1,1.67,Day 1 00:00,Day 6 08:12
195,6,19,2,699.43,7.87,8.74,8.74,11.37,0.00196,80.77,0.0,128.2,600.0,137.23,700.0,1,1.79,Day 1 00:00,Day 6 08:12
196,19,6,2,699.43,7.87,8.74,8.74,11.37,0.00196,80.77,0.0,128.2,600.0,137.23,700.0,1,1.79,Day 1 00:00,Day 6 08:12
197,6,20,2,1302.73,14.66,16.28,16.28,21.17,0.00078,72.26,0.0,128.2,600.0,234.52,700.0,1,2.97,Day 1 00:00,Day 6 08:12
198,20,6,2,1302.73,14.66,16.28,16.28,21.17,0.00078,72.26,0.0,128.2,600.0,234.52,700.0,1,2.97,Day 1 00:00,Day 6 08:12
199,7,8,2,563.99,6.34,7.05,7.05,9.16,0.00174,74.11,0.0,128.2,600.0,115.39,700.0,1,1.34,Day 1 00:00,Day 6 08:12
200,8,7,2,563.99,6.34,7.05,7.05,9.16,0.00174,74.11,0.0,128.2,600.0,115.39,700.0,1,1.34,Day 1 00:00,Day 6 08:12
201,7,9,2,1461.08,16.44,18.26,18.26,23.74,0.00171,63.51,0.0,128.2,600.0,260.05,700.0,1,2.76,Day 1 00:00,Day 6 08:12
202,9,7,2,1461.08,16.44,18.26,18.26,23.74,0.00171,63.51,0.0,128.2,600.0,260.05,700.0,1,2.76,Day 1 00:00,Day 6 08:12
203,7,10,2,417.5,4.7,5.22,5.22,6.78,0.00267,39.04,0.0,128.2,600.0,91.77,700.0,1,1.45,Day 1 00:00,Day 6 08:12
204,10,7,2,417.5,4.7,5.22,5.22,6.78,0.00267,39.04,0.0,128.2,600.0,91.77,700.0,1,1.45,Day 1 00:00,Day 6 08:12
205,7,11,2,937.3,10.54,11.72,11.72,15.23,0.00169,32.76,0.0,128.2,600.0,175.59,700.0,1,1.29,Day 1 00:00,Day 6 08:12
206,11,7,2,937.3,10.54,11.72,11.72,15.23,0.00169,32.76,0.0,128.2,600.0,175.59,700.0,1,1.29,Day 1 00:00,Day 6 08:12
207,7,12,2,792.47,8.92,9.91,9.91,12.88,0.00289,94.19,0.0,128.2,600.0,152.24,700.0,1,1.96,Day 1 00:00,Day 6 08:12
208,12,7,2,792.47,8.92,9.91,9.91,12.88,0.00289,94.19,0.0,128.2,600.0,152.24,700.0,1,1.96,Day 1 00:00,Day 6 08:12
209,7,13,2,1426.7,16.05,17.83,17.83,23.18,0.00266,56.3,0.0,128.2,600.0,254.51,700.0,1,0.79,Day 1 00:00,Day 6 08:12
210,13,7,2,1426.7,16.05,17.83,17.83,23.18,0.00266,56.3,0.0,128.2,600.0,254.51,700.0,1,0.79,Day 1 00:00,Day 6 08:12
211,7,14,2,1067.85,12.01,13.35,13.35,17.35,0.00131,30.68,0.0,128.2,600.0,196.64,700.0,1,2.95,Day 1 00:00,Day 6 08:12
212,14,7,2,1067.85,12.01,13.35,13.35,17.35,0.00131,30.68,0.0,128.2,600.0,196.64,700.0,1,2.95,Day 1 00:00,Day 6 08:12
213,7,15,2,1466.2,16.49,18.33,18.33,23.83,0.00184,73.27,0.0,128.2,600.0,260.88,700.0,1,2.17,Day 1 00:00,Day 6 08:12
214,15,7,2,1466.2,16.49,18.33,18.33,23.83,0.00184,73.27,0.0,128.2,600.0,260.88,700.0,1,2.17,Day 1 00:00,Day 6 08:12
215,7,16,2,1419.19,15.97,17.74,17.74,23.06,0.00167,70.8,0.0,128.2,600.0,253.29,700.0,1,1.07,Day 1 00:00,Day 6 08:12
216,16,7,2,1419.19,15.97,17.74,17.74,23.06,0.00167,70.8,0.0,128.2,600.0,253.29,700.0,1,1.07,Day 1 00:00,Day 6 08:12
217,7,17,2,666.64,7.5,8.33,8.33,10.83,0.00181,46.04,0.0,128.2,600.0,131.95,700.0,1,0.58,Day 1 00:00,Day 6 08:12
218,17,7,2,666.64,7.5,8.33,8.33,10.83,0.00181,46.04,0.0,128.2,600.0,131.95,700.0,1,0.58,Day 1 00:00,Day 6 08:12
219,7,18,2,805.25,9.06,10.07,10.07,13.09,0.00237,49.39,0.0,128.2,600.0,154.3,700.0,1,2.66,Day 1 00:00,Day 6 08:12
220,18,7,2,805.25,9.06,10.07,10.07,13.09,0.00237,49.39,0.0,128.2,600.0,154.3,700.0,1,2.66,Day 1 00:00,Day 6 08:12
221,7,19,2,1172.75,13.19,14.66,14.66,19.06,0.00213,92.47,0.0,128.2,600.0,213.56,700.0,1,0.68,Day 1 00:00,Day 6 08:12
222,19,7,2,1172.75,13.19,14.66,14.66,19.06,0.00213,92.47,0.0,128.2,600.0,213.56,700.0,1,0.68,Day 1 00:00,Day 6 08:12
223,7,20,2,596.64,6.71,7.46,7.46,9.7,0.00277,93.49,0.0,128.2,600.0,120.66,700.0,1,0.7,Day 1 00:00,Day 6 08:12
224,20,7,2,596.64,6.71,7.46,7.46,9.7,0.00277,93.49,0.0,128.2,600.0,120.66,700.0,1,0.7,Day 1 00:00,Day 6 08:12
225,8,9,2,1251.65,14.08,15.65,15.65,20.34,0.00054,39.47,0.0,128.2,600.0,226.28,700.0,1,0.77,Day 1 00:00,Day 6 08:12
226,9,8,2,1251.65,14.08,15.65,15.65,20.34,0.00054,39.47,0.0,128.2,600.0,226.28,700.0,1,0.77,Day 1 00:00,Day 6 08:12
227,8,10,2,723.4,8.14,9.04,9.04,11.76,0.00147,93.76,0.0,128.2,600.0,141.1,700.0,1,1.59,Day 1 00:00,Day 6 08:12
228,10,8,2,723.4,8.14,9.04,9.04,11.76,0.00147,93.76,0.0,128.2,600.0,141.1,700.0,1,1.59,Day 1 00:00,Day 6 08:12
229,8,11,2,536.23,6.03,6.7,6.7,8.71,0.00118,30.45,0.0,128.2,600.0,110.92,700.0,1,0.57,Day 1 00:00,Day 6 08:12
230,11,8,2,536.23,6.03,6.7,6.7,8.71,0.00118,30.45,0.0,128.2,600.0,110.92,700.0,1,0.57,Day 1 00:00,Day 6 08:12
231,8,12,2,874.18,9.83,10.93,10.93,14.21,0.00178,47.5,0.0,128.2,600.0,165.41,700.0,1,1.45,Day 1 00:00,Day 6 08:12
232,12,8,2,874.18,9.83,10.93,10.93,14.21,0.00178,47.5,0.0,128.2,600.0,165.41,700.0,1,1.45,Day 1 00:00,Day 6 08:12
233,8,13,2,513.71,5.78,6.42,6.42,8.35,0.00215,57.48,0.0,128.2,600.0,107.29,700.0,1,0.9,Day 1 00:00,Day 6 08:12
234,13,8,2,513.71,5.78,6.42,6.42,8.35,0.00215,57.48,0.0,128.2,600.0,107.29,700.0,1,0.9,Day 1 00:00,Day 6 08:12
235,8,14,2,947.13,10.66,11.84,11.84,15.39,0.00102,50.45,0.0,128.2,600.0,177.18,700.0,1,0.81,Day 1 00:00,Day 6 08:12
236,14,8,2,947.13,10.66,11.84,11.84,15.39,0.00102,50.45,0.0,128.2,600.0,177.18,700.0,1,0.81,Day 1 00:00,Day 6 08:12
237,8,15,2,1258.8,14.16,15.74,15.74,20.46,0.0012,96.9,0.0,128.2,600.0,227.43,700.0,1,1.51,Day 1 00:00,Day 6 08:12
238,15,8,2,1258.8,14.16,15.74,15.74,20.46,0.0012,96.9,0.0,128.2,600.0,227.43,700.0,1,1.51,Day 1 00:00,Day 6 08:12
239,8,16,2,570.71,6.42,7.13,7.13,9.27,0.00226,81.35,0.0,128.2,600.0,116.48,700.0,1,2.7,Day 1 00:00,Day 6 08:12
240,16,8,2,570.71,6.42,7.13,7.13,9.27,0.00226,81.35,0.0,128.2,600.0,116.48,700.0,1,2.7,Day 1 00:00,Day 6 08:12
241,8,17,2,544.66,6.13,6.81,6.81,8.85,0.00247,90.18,0.0,128.2,600.0,112.28,700.0,1,1.26,Day 1 00:00,Day 6 08:12
242,17,8,2,544.66,6.13,6.81,6.81,8.85,0.00247,90.18,0.0,128.2,600.0,112.28,700.0,1,1.26,Day 1 00:00,Day 6 08:12
243,8,18,2,899.93,10.12,11.25,11.25,14.62,0.00205,47.19,0.0,128.2,600.0,169.56,700.0,1,2.68,Day 1 00:00,Day 6 08:12
244,18,8,2,899.93,10.12,11.25,11.25,14.62,0.00205,47.19,0.0,128.2,600.0,169.56,700.0,1,2.68,Day 1 00:00,Day 6 08:12
245,8,19,2,1169.11,13.15,14.61,14.61,19.0,0.00264,61.49,0.0,128.2,600.0,212.97,700.0,1,1.8,Day 1 00:00,Day 6 08:12
246,19,8,2,1169.11,13.15,14.61,14.61,19.0,0.00264,61.49,0.0,128.2,600.0,212.97,700.0,1,1.8,Day 1 00:00,Day 6 08:12
247,8,20,2,613.68,6.9,7.67,7.67,9.97,0.00129,81.07,0.0,128.2,600.0,123.41,700.0,1,2.9,Day 1 00:00,Day 6 08:12
248,20,8,2,613.68,6.9,7.67,7.67,9.97,0.00129,81.07,0.0,128.2,600.0,123.41,700.0,1,2.9,Day 1 00:00,Day 6 08:12
249,9,10,2,567.31,6.38,7.09,7.09,9.22,0.00063,34.72,0.0,128.2,600.0,115.93,700.0,1,1.59,Day 1 00:00,Day 6 08:12
250,10,9,2,567.31,6.38,7.09,7.09,9.22,0.00063,34.72,0.0,128.2,600.0,115.93,700.0,1,1.59,Day 1 00:00,Day 6 08:12
251,9,11,2,1271.94,14.31,15.9,15.9,20.67,0.00106,63.4,0.0,128.2,600.0,229.55,700.0,1,1.79,Day 1 00:00,Day 6 08:12
252,11,9,2,1271.94,14.31,15.9,15.9,20.67,0.00106,63.4,0.0,128.2,600.0,229.55,700.0,1,1.79,Day 1 00:00,Day 6 08:12
253,9,12,2,1321.47,14.87,16.52,16.52,21.47,0.00091,31.03,0.0,128.2,600.0,237.54,700.0,1,1.77,Day 1 00:00,Day 6 08:12
254,12,9,2,1321.47,14.87,16.52,16.52,21.47,0.00091,31.03,0.0,128.2,600.0,237.54,700.0,1,1.77,Day 1 00:00,Day 6 08:12
255,9,13,2,790.77,8.9,9.88,9.88,12.85,0.00123,84.06,0.0,128.2,600.0,151.96,700.0,1,2.21,Day 1 00:00,Day 6 08:12
256,13,9,2,790.77,8.9,9.88,9.88,12.85,0.00123,84.06,0.0,128.2,600.0,151.96,700.0,1,2.21,Day 1 00:00,Day 6 08:12
257,9,14,2,492.33,5.54,6.15,6.15,8.0,0.00187,85.85,0.0,128.2,600.0,103.84,700.0,1,2.77,Day 1 00:00,Day 6 08:12
258,14,9,2,492.33,5.54,6.15,6.15,8.0,0.00187,85.85,0.0,128.2,600.0,103.84,700.0,1,2.77,Day 1 00:00,Day 6 08:12
259,9,15,2,400.2,4.5,5.0,5.0,6.5,0.00252,33.03,0.0,128.2,600.0,88.98,700.0,1,2.21,Day 1 00:00,Day 6 08:12
260,15,9,2,400.2,4.5,5.0,5.0,6.5,0.00252,33.03,0.0,128.2,600.0,88.98,700.0,1,2.21,Day 1 00:00,Day 6 08:12
261,9,16,2,1057.81,11.9,13.22,13.22,17.19,0.00288,74.23,0.0,128.2,600.0,195.02,700.0,1,0.67,Day 1 00:00,Day 6 08:12
262,16,9,2,1057.81,11.9,13.22,13.22,17.19,0.00288,74.23,0.0,128.2,600.0,195.02,700.0,1,0.67,Day 1 00:00,Day 6 08:12
263,9,17,2,1137.44,12.8,14.22,14.22,18.48,0.00114,88.24,0.0,128.2,600.0,207.86,700.0,1,0.58,Day 1 00:00,Day 6 08:12
264,17,9,2,1137.44,12.8,14.22,14.22,18.48,0.00114,88.24,0.0,128.2,600.0,207.86,700.0,1,0.58,Day 1 00:00,Day 6 08:12
265,9,18,2,756.55,8.51,9.46,9.46,12.29,0.00219,40.89,0.0,128.2,600.0,146.44,700.0,1,2.12,Day 1 00:00,Day 6 08:12
266,18,9,2,756.55,8.51,9.46,9.46,12.29,0.00219,40.89,0.0,128.2,600.0,146.44,700.0,1,2.12,Day 1 00:00,Day 6 08:12
267,9,19,2,1166.95,13.13,14.59,14.59,18.96,0.00233,91.27,0.0,128.2,600.0,212.62,700.0,1,1.53,Day 1 00:00,Day 6 08:12
268,19,9,2,1166.95,13.13,14.59,14.59,18.96,0.00233,91.27,0.0,128.2,600.0,212.62,700.0,1,1.53,Day 1 00:00,Day 6 08:12
269,9,20,2,556.73,6.26,6.96,6.96,9.05,0.00115,57.28,0.0,128.2,600.0,114.22,700.0,1,0.64,Day 1 00:00,Day 6 08:12
270,20,9,2,556.73,6.26,6.96,6.96,9.05,0.00115,57.28,0.0,128.2,600.0,114.22,700.0,1,0.64,Day 1 00:00,Day 6 08:12
271,10,11,2,1179.4,13.27,14.74,14.74,19.17,0.00066,34.04,0.0,128.2,600.0,214.63,700.0,1,2.83,Day 1 00:00,Day 6 08:12
272,11,10,2,1179.4,13.27,14.74,14.74,19.17,0.00066,34.04,0.0,128.2,600.0,214.63,700.0,1,2.83,Day 1 00:00,Day 6 08:12
273,10,12,2,1286.87,14.48,16.09,16.09,20.91,0.00113,53.92,0.0,128.2,600.0,231.96,700.0,1,2.56,Day 1 00:00,Day 6 08:12
274,12,10,2,1286.87,14.48,16.09,16.09,20.91,0.00113,53.92,0.0,128.2,600.0,231.96,700.0,1,2.56,Day 1 00:00,Day 6 08:12
275,10,13,2,1081.16,12.16,13.51,13.51,17.57,0.00116,61.43,0.0,128.2,600.0,198.79,700.0,1,2.64,Day 1 00:00,Day 6 08:12
276,13,10,2,1081.16,12.16,13.51,13.51,17.57,0.00116,61.43,0.0,128.2,600.0,198.79,700.0,1,2.64,Day 1 00:00,Day 6 08:12
277,10,14,2,400.76,4.51,5.01,5.01,6.51,0.00298,69.62,0.0,128.2,600.0,89.07,700.0,1,0.96,Day 1 00:00,Day 6 08:12
278,14,10,2,400.76,4.51,5.01,5.01,6.51,0.00298,69.62,0.0,128.2,600.0,89.07,700.0,1,0.96,Day 1 00:00,Day 6 08:12
279,10,15,2,1280.21,14.4,16.0,16.0,20.8,0.00069,58.7,0.0,128.2,600.0,230.88,700.0,1,1.93,Day 1 00:00,Day 6 08:12
280,15,10,2,1280.21,14.4,16.0,16.0,20.8,0.00069,58.7,0.0,128.2,600.0,230.88,700.0,1,1.93,Day 1 00:00,Day 6 08:12
281,10,16,2,671.91,7.56,8.4,8.4,10.92,0.00271,78.78,0.0,128.2,600.0,132.8,700.0,1,0.9,Day 1 00:00,Day 6 08:12
282,16,10,2,671.91,7.56,8.4,8.4,10.92,0.00271,78.78,0.0,128.2,600.0,132.8,700.0,1,0.9,Day 1 00:00,Day 6 08:12
283,10,17,2,567.86,6.39,7.1,7.1,9.23,0.00065,70.0,0.0,128.2,600.0,116.02,700.0,1,0.97,Day 1 00:00,Day 6 08:12
284,17,10,2,567.86,6.39,7.1,7.1,9.23,0.00065,70.0,0.0,128.2,600.0,116.02,700.0,1,0.97,Day 1 00:00,Day 6 08:12
285,10,18,2,997.28,11.22,12.47,12.47,16.21,0.00255,91.54,0.0,128.2,600.0,185.26,700.0,1,0.79,Day 1 00:00,Day 6 08:12
286,18,10,2,997.28,11.22,12.47,12.47,16.21,0.00255,91.54,0.0,128.2,600.0,185.26,700.0,1,0.79,Day 1 00:00,Day 6 08:12
287,10,19,2,765.46,8.61,9.57,9.57,12.44,0.00154,56.84,0.0,128.2,600.0,147.88,700.0,1,1.55,Day 1 00:00,Day 6 08:12
288,19,10,2,765.46,8.61,9.57,9.57,12.44,0.00154,56.84,0.0,128.2,600.0,147.88,700.0,1,1.55,Day 1 00:00,Day 6 08:12
289,10,20,2,905.99,10.19,11.32,11.32,14.72,0.00239,51.39,0.0,128.2,600.0,170.54,700.0,1,1.36,Day 1 00:00,Day 6 08:12
290,20,10,2,905.99,10.19,11.32,11.32,14.72,0.00239,51.39,0.0,128.2,600.0,170.54,700.0,1,1.36,Day 1 00:00,Day 6 08:12
291,11,12,2,829.27,9.33,10.37,10.37,13.48,0.00088,74.13,0.0,128.2,600.0,158.17,700.0,1,1.5,Day 1 00:00,Day 6 08:12
292,12,11,2,829.27,9.33,10.37,10.37,13.48,0.00088,74.13,0.0,128.2,600.0,158.17,700.0,1,1.5,Day 1 00:00,Day 6 08:12
293,11,13,2,1407.77,15.84,17.6,17.6,22.88,0.00255,46.11,0.0,128.2,600.0,251.45,700.0,1,1.11,Day 1 00:00,Day 6 08:12
294,13,11,2,1407.77,15.84,17.6,17.6,22.88,0.00255,46.11,0.0,128.2,600.0,251.45,700.0,1,1.11,Day 1 00:00,Day 6 08:12
295,11,14,2,1260.5,14.18,15.76,15.76,20.48,0.0019,30.71,0.0,128.2,600.0,227.71,700.0,1,2.07,Day 1 00:00,Day 6 08:12
296,14,11,2,1260.5,14.18,15.76,15.76,20.48,0.0019,30.71,0.0,128.2,600.0,227.71,700.0,1,2.07,Day 1 00:00,Day 6 08:12
297,11,15,2,834.4,9.39,10.43,10.43,13.56,0.00246,82.28,0.0,128.2,600.0,159.0,700.0,1,2.81,Day 1 00:00,Day 6 08:12
298,15,11,2,834.4,9.39,10.43,10.43,13.56,0.00246,82.28,0.0,128.2,600.0,159.0,700.0,1,2.81,Day 1 00:00,Day 6 08:12
299,11,16,2,1169.21,13.15,14.62,14.62,19.0,0.00278,49.93,0.0,128.2,600.0,212.99,700.0,1,1.35,Day 1 00:00,Day 6 08:12
300,16,11,2,1169.21,13.15,14.62,14.62,19.0,0.00278,49.93,0.0,128.2,600.0,212.99,700.0,1,1.35,Day 1 00:00,Day 6 08:12
301,11,17,2,465.12,5.23,5.81,5.81,7.56,0.00267,40.8,0.0,128.2,600.0,99.45,700.0,1,1.88,Day 1 00:00,Day 6 08:12
302,17,11,2,465.12,5.23,5.81,5.81,7.56,0.00267,40.8,0.0,128.2,600.0,99.45,700.0,1,1.88,Day 1 00:00,Day 6 08:12
303,11,18,2,960.11,10.8,12.0,12.0,15.6,0.00253,57.16,0.0,128.2,600.0,179.27,700.0,1,0.86,Day 1 00:00,Day 6 08:12
304,18,11,2,960.11,10.8,12.0,12.0,15.6,0.00253,57.16,0.0,128.2,600.0,179.27,700.0,1,0.86,Day 1 00:00,Day 6 08:12
305,11,19,2,821.39,9.24,10.27,10.27,13.35,0.00062,51.1,0.0,128.2,600.0,156.9,700.0,1,2.08,Day 1 00:00,Day 6 08:12
306,19,11,2,821.39,9.24,10.27,10.27,13.35,0.00062,51.1,0.0,128.2,600.0,156.9,700.0,1,2.08,Day 1 00:00,Day 6 08:12
307,11,20,2,462.86,5.21,5.79,5.79,7.52,0.00297,67.53,0.0,128.2,600.0,99.09,700.0,1,1.25,Day 1 00:00,Day 6 08:12
308,20,11,2,462.86,5.21,5.79,5.79,7.52,0.00297,67.53,0.0,128.2,600.0,99.09,700.0,1,1.25,Day 1 00:00,Day 6 08:12
309,12,13,2,1317.17,14.82,16.46,16.46,21.4,0.00084,52.54,0.0,128.2,600.0,236.84,700.0,1,2.84,Day 1 00:00,Day 6 08:12
310,13,12,2,1317.17,14.82,16.46,16.46,21.4,0.00084,52.54,0.0,128.2,600.0,236.84,700.0,1,2.84,Day 1 00:00,Day 6 08:12
311,12,14,2,663.93,7.47,8.3,8.3,10.79,0.00233,35.67,0.0,128.2,600.0,131.51,700.0,1,1.83,Day 1 00:00,Day 6 08:12
312,14,12,2,663.93,7.47,8.3,8.3,10.79,0.00233,35.67,0.0,128.2,600.0,131.51,700.0,1,1.83,Day 1 00:00,Day 6 08:12
313,12,15,2,1123.92,12.64,14.05,14.05,18.26,0.00102,52.93,0.0,128.2,600.0,205.68,700.0,1,1.88,Day 1 00:00,Day 6 08:12
314,15,12,2,1123.92,12.64,14.05,14.05,18.26,0.00102,52.93,0.0,128.2,600.0,205.68,700.0,1,1.88,Day 1 00:00,Day 6 08:12
315,12,16,2,1048.98,11.8,13.11,13.11,17.05,0.00089,58.75,0.0,128.2,600.0,193.6,700.0,1,3.0,Day 1 00:00,Day 6 08:12
316,16,12,2,1048.98,11.8,13.11,13.11,17.05,0.00089,58.75,0.0,128.2,600.0,193.6,700.0,1,3.0,Day 1 00:00,Day 6 08:12
317,12,17,2,754.68,8.49,9.43,9.43,12.26,0.00246,44.11,0.0,128.2,600.0,146.14,700.0,1,1.65,Day 1 00:00,Day 6 08:12
318,17,12,2,754.68,8.49,9.43,9.43,12.26,0.00246,44.11,0.0,128.2,600.0,146.14,700.0,1,1.65,Day 1 00:00,Day 6 08:12
319,12,18,2,969.99,10.91,12.12,12.12,15.76,0.00199,80.24,0.0,128.2,600.0,180.86,700.0,1,2.49,Day 1 00:00,Day 6 08:12
320,18,12,2,969.99,10.91,12.12,12.12,15.76,0.00199,80.24,0.0,128.2,600.0,180.86,700.0,1,2.49,Day 1 00:00,Day 6 08:12
321,12,19,2,1170.18,13.16,14.63,14.63,19.02,0.00252,92.02,0.0,128.2,600.0,213.14,700.0,1,1.32,Day 1 00:00,Day 6 08:12
322,19,12,2,1170.18,13.16,14.63,14.63,19.02,0.00252,92.02,0.0,128.2,600.0,213.14,700.0,1,1.32,Day 1 00:00,Day 6 08:12
323,12,20,2,1310.04,14.74,16.38,16.38,21.29,0.0018,48.16,0.0,128.2,600.0,235.69,700.0,1,0.93,Day 1 00:00,Day 6 08:12
324,20,12,2,1310.04,14.74,16.38,16.38,21.29,0.0018,48.16,0.0,128.2,600.0,235.69,700.0,1,0.93,Day 1 00:00,Day 6 08:12
325,13,14,2,1240.89,13.96,15.51,15.51,20.16,0.00209,34.95,0.0,128.2,600.0,224.54,700.0,1,1.97,Day 1 00:00,Day 6 08:12
326,14,13,2,1240.89,13.96,15.51,15.51,20.16,0.00209,34.95,0.0,128.2,600.0,224.54,700.0,1,1.97,Day 1 00:00,Day 6 08:12
327,13,15,2,449.0,5.05,5.61,5.61,7.3,0.00148,69.98,0.0,128.2,600.0,96.85,700.0,1,2.13,Day 1 00:00,Day 6 08:12
328,15,13,2,449.0,5.05,5.61,5.61,7.3,0.00148,69.98,0.0,128.2,600.0,96.85,700.0,1,2.13,Day 1 00:00,Day 6 08:12
329,13,16,2,573.64,6.45,7.17,7.17,9.32,0.00061,70.32,0.0,128.2,600.0,116.95,700.0,1,2.55,Day 1 00:00,Day 6 08:12
330,16,13,2,573.64,6.45,7.17,7.17,9.32,0.00061,70.32,0.0,128.2,600.0,116.95,700.0,1,2.55,Day 1 00:00,Day 6 08:12
331,13,17,2,1276.27,14.36,15.95,15.95,20.74,0.0014,70.39,0.0,128.2,600.0,230.25,700.0,1,2.3,Day 1 00:00,Day 6 08:12
332,17,13,2,1276.27,14.36,15.95,15.95,20.74,0.0014,70.39,0.0,128.2,600.0,230.25,700.0,1,2.3,Day 1 00:00,Day 6 08:12
333,13,18,2,1360.51,15.31,17.01,17.01,22.11,0.00173,91.29,0.0,128.2,600.0,243.83,700.0,1,1.29,Day 1 00:00,Day 6 08:12
334,18,13,2,1360.51,15.31,17.01,17.01,22.11,0.00173,91.29,0.0,128.2,600.0,243.83,700.0,1,1.29,Day 1 00:00,Day 6 08:12
335,13,19,2,641.18,7.21,8.01,8.01,10.42,0.00124,81.08,0.0,128.2,600.0,127.84,700.0,1,2.71,Day 1 00:00,Day 6 08:12
336,19,13,2,641.18,7.21,8.01,8.01,10.42,0.00124,81.08,0.0,128.2,600.0,127.84,700.0,1,2.71,Day 1 00:00,Day 6 08:12
337,13,20,2,918.3,10.33,11.48,11.48,14.92,0.00224,39.72,0.0,128.2,600.0,172.53,700.0,1,1.77,Day 1 00:00,Day 6 08:12
338,20,13,2,918.3,10.33,11.48,11.48,14.92,0.00224,39.72,0.0,128.2,600.0,172.53,700.0,1,1.77,Day 1 00:00,Day 6 08:12
339,14,15,2,878.33,9.88,10.98,10.98,14.27,0.00158,43.16,0.0,128.2,600.0,166.08,700.0,1,2.06,Day 1 00:00,Day 6 08:12
